orderId,drugbankId,name,category,chemicalFormula,smiles,description,relatedDrugs
212,DB09297,Paritaprevir,Small Molecule,C40H43N7O7S,[H][C@@]12C[C@]1(NC(=O)[C@]1([H])C[C@H](CN1C(=O)[C@H](CCCCC\C=C/2)NC(=O)C1=CN=C(C)C=N1)OC1=NC2=C(C=CC=C2)C2=C1C=CC=C2)C(=O)NS(=O)(=O)C1CC1,"Paritaprevir is a direct acting antiviral medication used as part of combination therapy to treat chronic Hepatitis C, an infectious liver disease caused by infection with Hepatitis C Virus (HCV). HCV is a single-stranded RNA virus that is categorized into nine distinct genotypes, with genotype 1 being the most common in the United States, and affecting 72% of all chronic HCV patients 8. Treatment options for chronic Hepatitis C have advanced significantly since 2011, with the development of Direct Acting Antivirals (DAAs) such as paritaprevir. As a newer generation and directly acting HCV antiviral, paritaprevir products have better Sustained Virological Response (SVR) rates, higher barriers to resistance, fewer side effects, and a reduced pill burden compared to older agents such as Boceprevir, Telaprevir, Peginterferon alfa-2a, Peginterferon alfa-2b, and Ribavirin. By combining multiple antiretroviral medications into fixed dose products, the viral lifecycle can be targeted at multiple stages while simultaneously reducing the risk of developing resistant viral strains 7. Within Canada and the United States, paritaprevir is currently available in three fixed dose products: Viekira Pak (FDA), Technivie (FDA and Health Canada), and Holkira Pak (Health Canada). More specifically, paritaprevir prevents viral replication by inhibiting the NS3/4A serine protease of Hepatitis C Virus (HCV) Label. Following viral replication of HCV genetic material and translation into a single polypeptide, Nonstructural Protein 3 (NS3) and its activating cofactor Nonstructural Protein 4A (NS4A) are responsible for cleaving genetic material into the following structural and nonstructural proteins required for assembly into mature virus: NS3, NS4A, NS4B, NS5A, and NS5B 6. By inhibiting viral protease NS3/4A, paritaprevir therefore prevents viral replication and function.  In a joint recommendation published in 2016, the American Association for the Study of Liver Diseases (AASLD) and the Infectious Diseases Society of America (IDSA) recommend Paritaprevir as a first line therapy option when used in combination with other antivirals for genotypes 1a, 1b, and 48. Depending on the genotype, Paritaprevir is often used in combination with other antivirals such as Ombitasvir, Dasabuvir, Ritonavir, and Ribavirin, with the intent to cure, or achieve a sustained virologic response (SVR), after 12 weeks of daily therapy. SVR and eradication of HCV infection is associated with significant long-term health benefits including reduced liver-related damage, improved quality of life, reduced incidence of Hepatocellular Carcinoma, and reduced all-cause mortality 4. Treatment with direct acting antivirals such as paritaprevir is associated with very minimal side effects, with the most common being headache and fatigue Label. Lack of significant side effects and short duration of therapy is a considerable advantage over older interferon-based regimens, which were limited by infusion site reactions, reduced blood count, and neuropsychiatric effects 5.  Paritaprevir first came on the market as a fixed-dose combination product with Ombitasvir, Dasabuvir, and Ritonavir as the FDA-approved product Viekira Pak. First approved in December 2014, Viekira Pak is indicated for the treatment of HCV genotype 1b without cirrhosis or with compensated cirrhosis, and when combined with Ribavirin for the treatment of HCV genotype 1a without cirrhosis or with compensated cirrhosis. Paritaprevir is also available as a fixed-dose combination product with Ombitasvir and Ritonavir as the FDA- and Health Canada-approved product Technivie. First approved in July 2015, Technivie is indicated in combination with Ribavirin for the treatment of patients with genotype 4 chronic hepatitis C virus (HCV) infection without cirrhosis or with compensated cirrhosis. In Canada, paritaprevir is also available as a fixed-dose combination product with Ombitasvir, Dasabuvir, and Ritonavir as the Health Canada-approved, commercially available product Holkira Pak. First approved in January 2015, Holkira Pak is indicated for the treatment of HCV genotype 1b with or without cirrhosis, and when combined with Ribavirin for the treatment of HCV genotype 1a with or without cirrhosis.","['DrugA', 'DrugB', 'DrugC']"
213,DB11613,Velpatasvir,Small Molecule,C49H54N8O8,COC[C@H]1C[C@H](N(C1)C(=O)[C@H](NC(=O)OC)C1=CC=CC=C1)C1=NC=C(N1)C1=CC=C2C(COC3=CC4=C(C=CC5=C4NC(=N5)[C@@H]4CC[C@H](C)N4C(=O)[C@@H](NC(=O)OC)C(C)C)C=C23)=C1,"Velpatasvir is a Direct-Acting Antiviral (DAA) medication used as part of combination therapy to treat chronic Hepatitis C, an infectious liver disease caused by infection with Hepatitis C Virus (HCV). HCV is a single-stranded RNA virus that is categorized into nine distinct genotypes, with genotype 1 being the most common in the United States, and affecting 72% of all chronic HCV patients 8. Velpatasvir acts as a defective substrate for NS5A (Non-Structural Protein 5A), a non-enzymatic viral protein that plays a key role in Hepatitis C Virus replication, assembly, and modulation of host immune responses 3. Treatment options for chronic Hepatitis C have advanced significantly since 2011, with the development of Direct Acting Antivirals (DAAs) such as velpatasvir. Notably, velpatasvir has a significantly higher barrier to resistance than the first generation NS5A inhibitors, such as Ledipasvir and Daclatasvir, making it a highly potent and reliable alternative for treatment of chronic Hepatitis C 6.  In a joint recommendation published in 2016, the American Association for the Study of Liver Diseases (AASLD) and the Infectious Diseases Society of America (IDSA) recommend Velpatasvir as first line therapy in combination with sofosbuvir for all six genotypes of Hepatitis C 8. Velpatasvir is currently only available within a fixed dose combination product as Epclusa with Sofosbuvir, another direct acting antiviral. Goals of therapy for Epclusa include the intent to cure, or achieve a sustained virologic response (SVR), after 12 weeks of daily therapy. SVR and eradication of HCV infection is associated with significant long-term health benefits including reduced liver-related damage, improved quality of life, reduced incidence of Hepatocellular Carcinoma, and reduced all-cause mortality and risk of requiring a liver transplant 5. Since June 2016, Velpatasvir has been available as a fixed dose combination product with Sofosbuvir, as the commercially available product Epclusa. Epclusa is the first combination HCV product indicated for the treatment of all genotypes of Hepatitis C with or without cirrhosis. It is also currently the most potent HCV antiviral medication on the market with a sustained virologic response (SVR) after 12 weeks of therapy of 93-99% depending on genotype and level of cirrhosis and a high barrier to resistance 8. Both Canadian and American guidelines list Epclusa as a first line recommendation for all genotypes of HCV 8,5.","['DrugA', 'DrugB', 'DrugC']"
214,DB01002,Levobupivacaine,Small Molecule,C18H28N2O,CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,"Levobupivacaine is an amino-amide local anaesthetic drug belonging to the family of n-alkylsubstituted pipecoloxylidide. It is the S-enantiomer of bupivacaine. Levobupivacaine hydrochloride is commonly marketed by AstraZeneca under the trade name Chirocaine. In particular, the specific levobupivacaine enantiomer is a worthwhile pursuit because it demonstrates less vasodilation and possesses a greater length of action in comparison to bupivacaine. It is approximately 13 per cent less potent (by molarity) than racemic bupivacaine.Levobupivacaine is indicated for local anaesthesia including infiltration, nerve block, ophthalmic, epidural and intrathecal anaesthesia in adults; and infiltration analgesia in children. When administered appropriately, the occurrence of adverse effects is not anticipated much if at all. In general, the majority of potential adverse effects are predominantly associated with inappropriate administration methods that may cause systemic exposure and/or toxicity associated with overexposure to an anesthetic. Regardless, allergic reactions may also occur - although only rarely.","['DrugA', 'DrugB', 'DrugC']"
215,DB00481,Raloxifene,Small Molecule,C28H27NO4S,OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2,"Raloxifene is a second generation selective estrogen receptor modulator (SERM) that mediates anti-estrogenic effects on breast and uterine tissues, and estrogenic effects on bone, lipid metabolism, and blood coagulation.6,12 Exhibiting tissue-specific effects distinct from estradiol, raloxifene is the first of the benzothiophene group of antiestrogens to be labelled a SERM.7 Available in many countries worldwide, raloxifene was initially approved by the FDA in December, 1997 under the market name Evista® for the management and prevention of osteoporosis in postmenopausal women and reduction in risk for invasive breast cancer in postmenopausal women with osteoporosis or those who are at high risk for invasive breast cancer. However, it has a negligible effect on altering the development and progression of breast cancer itself.Label The most common causes of osteoporosis include postmenopausal deficiency of estrogen and age-related deterioration in bone homeostasis. Due to the risk of bone fractures that may lead to morbidities and reduced quality of life, the management of osteoporosis in postmenopausal women with the use of therapeutic agents in addition to concurrent therapies is critical. Due to the decline in estrogen levels in postmenopausal osteoporosis, hormone replacement therapy (HRT), such as estradiol, has been used to ameliorate the condition. However, due to the off-target actions by HRT, newer non-hormonal agents such as raloxifene and tamoxifen have been developed to reduce adverse events through selective pharmacological actions on tissue-specific therapeutic targets.12 The main effects of raloxifene are to preserve the bone mineral density and decrease the risk of breast cancer in postmenopausal women. Compared to estrogen and tamoxifen, raloxifene was not associated with an increased risk of uterine cancer and it does not cause endometrial proliferation.1 Although rare, there was an increased risk of venous thromboembolism during clinical trials of postmenopausal women receiving raloxifene. In addition, a clinical study consisting of postmenopausal women with documented coronary heart disease or at increased risk for coronary events showed an increased risk for fatal stroke with raloxifene therapy compared to placebo.Label It is strongly advised that the risk-benefit ratio is considered before starting raloxifene therapy in women at risk of thromboembolic disease or strokes, such as the prior history of stroke, transient ischemic attack, atrial fibrillation, hypertension, or cigarette smoking.Label","['DrugA', 'DrugB', 'DrugC']"
216,DB01006,Letrozole,Small Molecule,C17H11N5,N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,"Letrozole, or CGS 20267, is an oral non-steroidal type II aromatase inhibitor first described in the literature in 1990.1,5,9,10 It is a third generation aromatase inhibitor like exemestane and anastrozole, meaning it does not significantly affect cortisol, aldosterone, and thyroxine.2 Letrozole was granted FDA approval on 25 July 1997.9","['DrugA', 'DrugB', 'DrugC']"
217,DB09230,Azelnidipine,Small Molecule,C33H34N4O6,CC(C)OC(=O)C1=C(C)NC(N)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC1CN(C1)C(C1=CC=CC=C1)C1=CC=CC=C1,"Azelnidipine is a dihydropyridine calcium channel blocker. It is marketed by Daiichi-Sankyo pharmaceuticals, Inc. in Japan. It has a gradual onset of action and produces a long-lasting decrease in blood pressure, with only a small increase in heart rate, unlike some other calcium channel blockers 3. It is currently being studied for post-ischemic stroke management 4.","['DrugA', 'DrugB', 'DrugC']"
218,DB01220,Rifaximin,Small Molecule,C43H51N3O11,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C1=C(N=C5C=C(C)C=CN15)C4=C3C2=O,"Rifaximin is a semisynthetic, rifamycin-based non-systemic antibiotic, meaning that the drug will not pass the gastrointestinal wall into the circulation as is common for other types of orally administered antibiotics. It has multiple indications and is used in treatment of traveller's diarrhea caused by E. coli; reduction in risk of overt hepatic encephalopathy recurrence; as well as diarrhea-predominant irritable bowel syndrome (IBS-D) in adult women and men. It is marketed under the brand name Xifaxan by Salix Pharmaceuticals.","['DrugA', 'DrugB', 'DrugC']"
219,DB00682,Warfarin,Small Molecule,C19H16O4,CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2,"Warfarin is an anticoagulant drug normally used to prevent blood clot formation as well as migration. Although originally marketed as a pesticide (d-Con, Rodex, among others), Warfarin has since become the most frequently prescribed oral anticoagulant in North America. Warfarin has several properties that should be noted when used medicinally, including its ability to cross the placental barrier during pregnancy which can result in fetal bleeding, spontaneous abortion, preterm birth, stillbirth, and neonatal death. Additional adverse effects such as necrosis, purple toe syndrome, osteoporosis, valve and artery calcification, and drug interactions have also been documented with warfarin use. Warfarin does not actually affect blood viscosity, rather, it inhibits vitamin-k dependent synthesis of biologically active forms of various clotting factors in addition to several regulatory factors.","['DrugA', 'DrugB', 'DrugC']"
220,DB08992,Eperisone,Small Molecule,C17H25NO,CCC1=CC=C(C=C1)C(=O)C(C)CN1CCCCC1,"Eperisone is an antispasmodic drug which relaxes both skeletal muscles and vascular smooth muscles, and demonstrates a variety of effects such as reduction of myotonia, improvement of circulation, and suppression of the pain reflex. It is not approved for use in the United States, but is available in other countries like India, South Korea, and Bangladesh.","['DrugA', 'DrugB', 'DrugC']"
221,DB00540,Nortriptyline,Small Molecule,C19H21N,CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,"Nortriptyline hydrochloride, the active metabolite of amitriptyline, is a tricyclic antidepressant (TCA).18 It is used in the treatment of major depression and is also used off-label for chronic pain and other conditions.19","['DrugA', 'DrugB', 'DrugC']"
222,DB00165,Pyridoxine,Small Molecule,C8H11NO3,CC1=C(O)C(CO)=C(CO)C=N1,"Pyridoxine is the 4-methanol form of vitamin B6, an important water-soluble vitamin that is naturally present in many foods. As its classification as a vitamin implies, Vitamin B6 (and pyridoxine) are essential nutrients required for normal functioning of many biological systems within the body. While many plants and microorganisms are able to synthesize pyridoxine through endogenous biological processes, animals must obtain it through their diet.  More specifically, pyridoxine is converted to pyridoxal 5-phosphate in the body, which is an important coenzyme for synthesis of amino acids, neurotransmitters (serotonin, norepinephrine), sphingolipids, and aminolevulinic acid. It's important to note that Vitamin B6 is the collective term for a group of three related compounds, pyridoxine, pyridoxal, and pyridoxamine, and their phosphorylated derivatives, pyridoxine 5'-phosphate, pyridoxal 5'-phosphate and pyridoxamine 5'-phosphate. Although all six of these compounds should technically be referred to as vitamin B6, the term vitamin B6 is commonly used interchangeably with just one of them, pyridoxine 1.  Vitamin B6, principally in its biologically active coenzyme form pyridoxal 5'-phosphate, is involved in a wide range of biochemical reactions, including the metabolism of amino acids and glycogen, the synthesis of nucleic acids, hemogloblin, sphingomyelin and other sphingolipids, and the synthesis of the neurotransmitters serotonin, dopamine, norepinephrine and gamma-aminobutyric acid (GABA) 2.  Pyridoxine is used medically for the treatment of vitamin B6 deficiency and for the prophylaxis of isoniazid-induced peripheral neuropathy (due to Isoniazid's mechanism of action which competitively inhibits the action of pyridoxine in the above-mentioned metabolic functions). It is also used in combination with Doxylamine (as the commercially available product Diclectin) for the treatment of nausea and vomiting in pregnancy.","['DrugA', 'DrugB', 'DrugC']"
